34
5,4148,36,4187,0,0
45,4149,75,4187,0,0
86,4151,116,4187,0,0
126,4150,155,4187,0,0
164,4153,195,4187,0,0
211,4152,242,4189,0,0
256,4152,290,4189,0,0
298,4152,329,4187,0,0
342,4152,373,4191,0,0
387,4152,418,4187,0,0
430,4152,471,4192,0,0
483,4152,535,4193,0,0
543,4152,591,4194,0,0
607,4139,668,4195,0,0
680,4153,732,4194,0,0
746,4136,815,4193,0,0
839,4150,887,4189,0,0
20,4216,99,4248,0,0
109,4217,186,4248,0,0
198,4216,278,4250,0,0
291,4215,369,4249,0,0
420,4216,494,4249,0,0
510,4208,581,4248,0,0
26,4269,77,4306,0,0
92,4270,140,4306,0,0
156,4270,203,4306,0,0
218,4271,264,4306,0,0
281,4271,328,4306,0,0
345,4271,394,4306,0,0
408,4271,455,4306,0,0
472,4270,525,4306,0,0
540,4263,605,4306,0,0
618,4265,694,4306,0,0
712,4270,762,4306,0,0
