70
7,1092,43,1146,0,0
50,1101,85,1145,0,0
98,1098,131,1141,0,0
140,1099,173,1140,0,0
183,1099,216,1141,0,0
98,1098,131,1141,0,0
140,1099,173,1140,0,0
183,1099,216,1141,0,0
140,1099,173,1140,0,0
183,1099,216,1141,0,0
98,1098,131,1141,0,0
140,1099,173,1140,0,0
183,1099,216,1141,0,0
140,1099,173,1140,0,0
183,1099,216,1141,0,0
225,1103,260,1141,0,0
267,1103,302,1145,0,0
225,1103,260,1141,0,0
267,1103,302,1145,0,0
225,1103,260,1141,0,0
314,1104,349,1143,0,0
314,1104,349,1143,0,0
392,1128,392,1128,0,0
314,1104,349,1143,0,0
427,1105,475,1145,0,0
314,1104,349,1143,0,0
358,1106,414,1146,0,0
427,1105,475,1145,0,0
358,1106,414,1146,0,0
485,1098,548,1149,0,0
427,1105,475,1145,0,0
485,1098,548,1149,0,0
558,1090,624,1153,0,0
485,1098,548,1149,0,0
427,1105,475,1145,0,0
485,1098,548,1149,0,0
558,1090,624,1153,0,0
558,1090,624,1153,0,0
485,1098,548,1149,0,0
558,1090,624,1153,0,0
650,1111,701,1152,0,0
718,1089,793,1151,0,0
650,1111,701,1152,0,0
718,1089,793,1151,0,0
485,1098,548,1149,0,0
558,1090,624,1153,0,0
650,1111,701,1152,0,0
17,1173,107,1206,0,0
115,1175,201,1207,0,0
213,1171,302,1207,0,0
310,1170,396,1205,0,0
213,1171,302,1207,0,0
310,1170,396,1205,0,0
405,1170,495,1203,0,0
310,1170,396,1205,0,0
405,1170,495,1203,0,0
510,1171,590,1205,0,0
405,1170,495,1203,0,0
510,1171,590,1205,0,0
608,1168,686,1212,0,0
405,1170,495,1203,0,0
608,1168,686,1212,0,0
709,1168,767,1209,0,0
27,1226,81,1266,0,0
709,1168,767,1209,0,0
27,1226,81,1266,0,0
91,1228,145,1268,0,0
153,1229,207,1268,0,0
91,1228,145,1268,0,0
153,1229,207,1268,0,0
