37
32,3178,70,3211,0,0
90,3178,137,3223,0,0
155,3178,210,3225,0,0
223,3177,289,3226,0,0
299,3177,371,3226,0,0
402,3176,442,3226,0,0
491,3176,533,3226,0,0
573,3178,611,3226,0,0
661,3200,661,3200,0,0
635,3178,673,3226,0,0
700,3178,738,3226,0,0
766,3178,804,3226,0,0
828,3178,866,3226,0,0
889,3178,927,3226,0,0
700,3178,738,3226,0,0
766,3178,804,3226,0,0
828,3178,866,3226,0,0
889,3178,927,3226,0,0
34,3288,72,3336,0,0
97,3288,135,3336,0,0
165,3288,203,3336,0,0
225,3288,263,3336,0,0
302,3275,340,3336,0,0
366,3271,410,3318,0,0
431,3280,473,3318,0,0
493,3280,535,3318,0,0
554,3280,596,3318,0,0
614,3280,656,3318,0,0
670,3280,712,3335,0,0
726,3280,768,3335,0,0
784,3280,826,3335,0,0
848,3280,890,3335,0,0
29,3372,71,3428,0,0
84,3372,126,3433,0,0
151,3372,198,3433,0,0
215,3372,268,3433,0,0
283,3372,325,3410,0,0
