57
25,1874,59,1923,0,0
81,1876,115,1923,0,0
128,1874,188,1923,0,0
209,1871,272,1925,0,0
289,1866,353,1923,0,0
379,1865,448,1923,0,0
470,1863,548,1923,0,0
573,1860,652,1923,0,0
28,1989,86,2038,0,0
107,1991,165,2038,0,0
186,1989,244,2038,0,0
261,1991,319,2038,0,0
344,1989,402,2038,0,0
419,1991,477,2038,0,0
28,1989,86,2038,0,0
107,1991,165,2038,0,0
186,1989,244,2038,0,0
261,1991,319,2038,0,0
344,1989,402,2038,0,0
419,1991,477,2038,0,0
28,1989,86,2038,0,0
107,1991,165,2038,0,0
186,1989,244,2038,0,0
261,1991,319,2038,0,0
344,1989,402,2038,0,0
419,1991,477,2038,0,0
527,1975,606,2038,0,0
625,1978,703,2038,0,0
726,1980,795,2038,0,0
812,1981,876,2038,0,0
892,1986,955,2040,0,0
969,1989,1029,2038,0,0
67,2189,104,2236,0,0
116,2187,153,2236,0,0
169,2189,206,2236,0,0
223,2187,260,2236,0,0
278,2189,315,2236,0,0
331,2187,368,2236,0,0
422,2189,461,2236,0,0
478,2189,514,2236,0,0
536,2190,570,2236,0,0
593,2190,627,2236,0,0
644,2193,681,2236,0,0
702,2193,740,2236,0,0
755,2193,815,2236,0,0
18,2301,91,2343,0,0
112,2280,221,2343,0,0
241,2290,325,2343,0,0
363,2281,455,2343,0,0
505,2275,630,2344,0,0
659,2261,808,2346,0,0
836,2268,984,2346,0,0
35,2369,164,2445,0,0
223,2366,335,2445,0,0
356,2366,484,2445,0,0
508,2402,560,2444,0,0
574,2401,626,2444,0,0
