Idle 6 1
15,6,51,57,0,0
64,8,99,59,0,0
113,8,149,59,0,0
160,8,197,58,0,0
207,11,244,59,0,0
256,8,293,58,0,0
Walk 6 1
15,91,49,134,0,0
56,94,89,135,0,0
94,94,127,138,0,0
131,97,165,142,0,0
176,96,209,140,0,0
216,97,254,142,0,0
Jump 5 0
54,290,87,337,0,0
100,290,133,337,0,0
145,287,176,337,0,0
183,288,213,339,0,0
183,288,213,339,0,0
Run 6 1
7,162,45,205,0,0
57,162,98,203,0,0
109,160,142,201,0,0
149,159,190,202,0,0
200,162,247,202,0,0
259,161,294,202,0,0
Attack 4 0
20,356,52,403,0,0
64,358,111,402,0,0
121,360,166,402,0,0
121,360,166,402,0,0
Throw_Action 5 0
8,762,44,813,0,0
55,764,89,814,0,0
98,766,149,812,0,0
98,766,149,812,0,0
98,766,149,812,0,0
ComboAttack 13 0
55,764,89,814,0,0
98,766,149,812,0,0
161,765,209,813,0,0
216,762,246,813,0,0
255,765,306,813,0,0
313,768,360,813,0,0
363,770,396,813,0,0
408,771,449,812,0,0
459,774,520,814,0,0
535,774,593,815,0,0
603,776,659,817,0,0
671,773,710,815,0,0
671,773,710,815,0,0
Hurt_Short 3 0
671,773,710,815,0,0
17,829,51,874,0,0
17,829,51,874,0,0
Hurt_Long 8 0
671,773,710,815,0,0
17,829,51,874,0,0
61,832,98,867,0,0
451,850,504,869,0,0
524,852,571,871,0,0
580,849,630,865,0,0
638,836,669,872,0,0
638,836,669,872,0,0
Skill 70 0
7,1092,43,1146,0,0
50,1101,85,1145,0,0
98,1098,131,1141,0,0
140,1099,173,1140,0,0
183,1099,216,1141,0,0
98,1098,131,1141,0,0
140,1099,173,1140,0,0
183,1099,216,1141,0,0
140,1099,173,1140,0,0
183,1099,216,1141,0,0
98,1098,131,1141,0,0
140,1099,173,1140,0,0
183,1099,216,1141,0,0
140,1099,173,1140,0,0
183,1099,216,1141,0,0
225,1103,260,1141,0,0
267,1103,302,1145,0,0
225,1103,260,1141,0,0
267,1103,302,1145,0,0
225,1103,260,1141,0,0
314,1104,349,1143,0,0
314,1104,349,1143,0,0
392,1128,392,1128,0,0
314,1104,349,1143,0,0
427,1105,475,1145,0,0
314,1104,349,1143,0,0
358,1106,414,1146,0,0
427,1105,475,1145,0,0
358,1106,414,1146,0,0
485,1098,548,1149,0,0
427,1105,475,1145,0,0
485,1098,548,1149,0,0
558,1090,624,1153,0,0
485,1098,548,1149,0,0
427,1105,475,1145,0,0
485,1098,548,1149,0,0
558,1090,624,1153,0,0
558,1090,624,1153,0,0
485,1098,548,1149,0,0
558,1090,624,1153,0,0
650,1111,701,1152,0,0
718,1089,793,1151,0,0
650,1111,701,1152,0,0
718,1089,793,1151,0,0
485,1098,548,1149,0,0
558,1090,624,1153,0,0
650,1111,701,1152,0,0
17,1173,107,1206,0,0
115,1175,201,1207,0,0
213,1171,302,1207,0,0
310,1170,396,1205,0,0
213,1171,302,1207,0,0
310,1170,396,1205,0,0
405,1170,495,1203,0,0
310,1170,396,1205,0,0
405,1170,495,1203,0,0
510,1171,590,1205,0,0
405,1170,495,1203,0,0
510,1171,590,1205,0,0
608,1168,686,1212,0,0
405,1170,495,1203,0,0
608,1168,686,1212,0,0
709,1168,767,1209,0,0
27,1226,81,1266,0,0
709,1168,767,1209,0,0
27,1226,81,1266,0,0
91,1228,145,1268,0,0
153,1229,207,1268,0,0
91,1228,145,1268,0,0
153,1229,207,1268,0,0
SkillHurt 16 0
17,829,51,874,0,0
61,832,98,867,0,0
61,832,98,867,0,0
451,850,504,869,0,0
451,850,504,869,0,0
524,852,571,871,0,0
580,849,630,865,0,0
580,849,630,865,0,0
580,849,630,865,0,0
580,849,630,865,0,0
580,849,630,865,0,0
580,849,630,865,0,0
580,849,630,865,0,0
580,849,630,865,0,0
638,836,669,872,0,0
638,836,669,872,0,0
Win 16 0
2,75,38,129,0,0
43,75,80,129,0,0
85,75,122,129,0,0
127,75,162,129,0,0
167,75,202,129,0,0
207,75,244,129,0,0
249,75,284,129,0,0
289,75,326,129,0,0
331,76,366,129,0,0
371,75,408,129,0,0
413,75,450,129,0,0
455,75,490,129,0,0
495,75,530,129,0,0
535,75,570,129,0,0
2,135,28,187,0,0
2,135,28,187,0,0
