Idle 6 1
21,168,55,218,0,0
71,170,105,218,0,0
121,172,154,218,0,0
166,174,199,218,0,0
211,172,244,218,0,0
254,170,288,218,0,0
Walk 6 1
21,282,52,331,0,0
66,281,89,330,0,0
101,281,125,330,0,0
140,283,163,332,0,0
178,281,199,332,0,0
214,281,236,332,0,0
Jump 5 0
297,398,340,447,0,0
357,399,400,447,0,0
420,395,449,447,0,0
465,395,494,447,0,0
465,395,494,447,0,0
Run 6 1
355,301,399,336,0,0
414,297,468,331,0,0
482,298,533,335,0,0
548,300,596,335,0,0
611,297,667,335,0,0
684,298,733,338,0,0
Attack 4 0
23,652,67,699,0,0
87,652,126,699,0,0
145,653,196,699,0,0
145,653,196,699,0,0
Throw_Action 5 0
372,896,403,942,0,0
419,900,462,942,0,0
419,900,462,942,0,0
476,902,527,942,0,0
476,902,527,942,0,0
ComboAttack 13 0
23,652,67,699,0,0
87,652,126,699,0,0
145,653,196,699,0,0
210,650,245,699,0,0
264,655,301,699,0,0
320,656,366,699,0,0
385,664,436,699,0,0
454,664,505,699,0,0
525,653,568,699,0,0
591,655,641,697,0,0
654,660,701,697,0,0
717,662,762,697,0,0
717,662,762,697,0,0
Hurt_Short 3 0
544,524,584,574,0,0
603,534,637,574,0,0
603,534,637,574,0,0
Hurt_Long 7 0
544,524,584,574,0,0
603,534,637,574,0,0
664,535,701,573,0,0
726,544,777,571,0,0
796,552,848,572,0,0
867,534,905,569,0,0
867,534,905,569,0,0 
Skill 75 0
25,1874,59,1923,0,0
81,1876,115,1923,0,0
128,1874,188,1923,0,0
209,1871,272,1925,0,0
289,1866,353,1923,0,0
379,1865,448,1923,0,0
470,1863,548,1923,0,0
573,1860,652,1923,0,0
28,1989,86,2038,0,0
107,1991,165,2038,0,0
186,1989,244,2038,0,0
261,1991,319,2038,0,0
344,1989,402,2038,0,0
419,1991,477,2038,0,0
28,1989,86,2038,0,0
107,1991,165,2038,0,0
186,1989,244,2038,0,0
261,1991,319,2038,0,0
344,1989,402,2038,0,0
419,1991,477,2038,0,0
28,1989,86,2038,0,0
107,1991,165,2038,0,0
186,1989,244,2038,0,0
261,1991,319,2038,0,0
344,1989,402,2038,0,0
419,1991,477,2038,0,0
28,1989,86,2038,0,0
107,1991,165,2038,0,0
186,1989,244,2038,0,0
261,1991,319,2038,0,0
344,1989,402,2038,0,0
419,1991,477,2038,0,0
527,1975,606,2038,0,0
625,1978,703,2038,0,0
726,1980,795,2038,0,0
812,1981,876,2038,0,0
892,1986,955,2040,0,0
969,1989,1029,2038,0,0
67,2189,104,2236,0,0
116,2187,153,2236,0,0
169,2189,206,2236,0,0
223,2187,260,2236,0,0
278,2189,315,2236,0,0
331,2187,368,2236,0,0
422,2189,461,2236,0,0
478,2189,514,2236,0,0
536,2190,570,2236,0,0
593,2190,627,2236,0,0
644,2193,681,2236,0,0
702,2193,740,2236,0,0
755,2193,815,2236,0,0
18,2301,91,2343,0,0
112,2280,221,2343,0,0
241,2290,325,2343,0,0
363,2281,455,2343,0,0
505,2275,630,2344,0,0
659,2261,808,2346,0,0
836,2268,984,2346,0,0
112,2280,221,2343,0,0
241,2290,325,2343,0,0
363,2281,455,2343,0,0
505,2275,630,2344,0,0
659,2261,808,2346,0,0
836,2268,984,2346,0,0
35,2369,164,2445,0,0
223,2366,335,2445,0,0
356,2366,484,2445,0,0
223,2366,335,2445,0,0
356,2366,484,2445,0,0
223,2366,335,2445,0,0
356,2366,484,2445,0,0
508,2402,560,2444,0,0
508,2402,560,2444,0,0
574,2401,626,2444,0,0
574,2401,626,2444,0,0
SkillHurt 16 0
544,524,584,574,0,0
603,534,637,574,0,0
664,535,701,573,0,0
664,535,701,573,0,0
726,544,777,571,0,0
726,544,777,571,0,0
796,552,848,572,0,0
796,552,848,572,0,0
796,552,848,572,0,0
796,552,848,572,0,0
796,552,848,572,0,0
796,552,848,572,0,0
796,552,848,572,0,0
796,552,848,572,0,0
867,534,905,569,0,0
867,534,905,569,0,0
Win 15 0
21,4426,50,4466,0,0
21,4426,50,4466,0,0
78,4394,110,4461,0,0
131,4389,162,4450,0,0
131,4389,162,4450,0,0
180,4399,210,4455,0,0
228,4423,255,4466,0,0
275,4425,303,4466,0,0
320,4423,354,4466,0,0
369,4417,403,4466,0,0
421,4417,456,4466,0,0
469,4417,503,4466,0,0
520,4417,555,4466,0,0
520,4417,555,4466,0,0
520,4417,555,4466,0,0
Die 12 0
544,524,584,574,0,0
603,534,637,574,0,0
603,534,637,574,0,0
664,535,701,573,0,0
664,535,701,573,0,0
726,544,777,571,0,0
726,544,777,571,0,0
796,552,848,572,0,0
796,552,848,572,0,0
796,552,848,572,0,0
796,552,848,572,0,0
796,552,848,572,0,0
